perfume_id,brand,name,img_url,old_price,new_price,price_THB,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,,,,,THB,,,Men_typ,Women_typ,Unisex_typ,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Givenchy,Gentlemen Only,https://m.media-amazon.com/images/I/512BAU6YiKL._AC_UL480_FMwebp_QL65_.jpg,627,260,2360.8,100,EDT,Men,Woody,"Skin Accord, Tonka Bean","Cedar Wood, Patchouli Heart, Leather",4,Faces,3.9,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,JAGUAR,Classic Amber,https://m.media-amazon.com/images/I/61drg9mZcjL._AC_UL480_FMwebp_QL65_.jpg,87,85,771.8,100,EDT,Men,Arabian,"Cedar, Patchouli, Vanilla, Leather, Vetiver, Labdanum, Musk","Cinnamon,Black Pepper,Apple,Orange Blossoms, Elemi Resin",4.3,Abu Al Tayyeb Perfumes,3.9,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,BVLGARI,Man in Black,https://m.media-amazon.com/images/I/61sO9xHNvZL._AC_UL480_FMwebp_QL65_.jpg,483,200.95,1824.626,100,EDP,Men,Woody,"Benzoin, Guaiac Wood, Tonka Bean","Iris, Leather, Tuberose",4.7,Star.perfume,3.9,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,MONTBLANC,Lady Emblem,https://m.media-amazon.com/images/I/511L+wc5bJL._AC_UL480_FMwebp_QL65_.jpg,8.5,8.5,77.18,2,EDT,Men,Floral,"Vanilla, Amber, Musk, Patchouli","Jasmine, Geranium, Neroli, Ylang-Ylang",5,Queen Beauty,3.8,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,joop,Homme,https://m.media-amazon.com/images/I/613obTZYTCL._AC_UL480_FMwebp_QL65_.jpg,170,52.15,473.522,75,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Patchouli, Vanilla","Jasmine, Heliotrope, Lily-of-the-valley, Cardamom, Cinnamon",4.7,hadayiq baris,3.8,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,LOEWE,Esencia,https://m.media-amazon.com/images/I/61BAUoVu47L._AC_UL480_FMwebp_QL65_.jpg,230,219.9,1996.692,150,EDT,Men,Woody,"Tonka Bean,Leather,Sandalwood,Fir,Amber,Patchouli,Musk,Oakmoss,Vetiver,Cedar,Styrax","Clary Sage,Nutmeg,Basil,Jasmine,Neroli,Lily Of The Valley,Rose,Pine Tree Needles,Geranium,Black Currant",5,Y,3.5,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,KORLOFF,In White,https://cdn.paris-avenues.com/image/cache/catalog/Product2/3760251870261-Korloff-In-White-Intense-Edp-88-Ml-2-1100x1100.jpg,100.15,100.15,909.362,88,EDT,Men,Citrus,"Cashmeran, Cedar, Musk, Tonka Bean","Lavender, African Orange Flower, Clary Sage",4.8,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Rasasi,Blue,https://m.media-amazon.com/images/I/41gWz7T2H1L._SX300_SY300_QL70_FMwebp_.jpg,53,35,317.8,100,EDT,Men,Spicy,"Amber, Woody","Coriander, Geranium, Jasmine, Rose, Pepper",4.3,hawas,4.2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Dunhill,Desire Silver,https://cdn.thebeautrium.com/image-product/B0028205.png,192,118.95,1080.066,100,EDT,Men,Floral,"Birch, Vetiver, Amber","Water Notes, Violet Leaf, Cardamom",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,GUCCI,Guilty Absolute,https://i0.wp.com/scentson.lk/wp-content/uploads/2023/08/Gucci-Guilty-Absolute-1.png?fit=643%2C700&ssl=1,515,299.85,2722.638,90,EDP,Men,Woody,"Woody, Vetiver","Patchouli, Cypress",4.3,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,joop,Homme,https://plummour.com/wp-content/uploads/2021/06/JOOP-Homme-1.jpg,170,57,517.56,125,EDT,Men,Citrus,"Patchouli, Sandalwood, Tonka Bean, Vanilla","Cardamom, cinnamon, heliotrope, jasmine, lily of the valley",4.2,Cute Shop,4.2,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Calvin Klein,One Shock,"https://m.media-amazon.com/images/I/71krJY-iqCL._AC_UF894,1000_QL80_.jpg",383,104.7,950.676,200,EDT,Men,Spicy,"Vetiver, Sandalwood, Amber","Osmanthus, Black Pepper, Cardamom, Black Basil",5,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,CARTIER,Declaration,https://fimgs.net/mdimg/perfume/375x500.307.jpg,390,240,2179.2,100,EDP,Men,Fruity,"Cedar, Leather, Amber, Benzoin, Balsam, Vetiver","Cardamom, Spices, Cumin",5,PARFUM.1990,3.6,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Marbert,Man,https://marbertshop.nl/cdn/shop/products/Marbert_man_eau_de_toilette_Shave_100.jpg?v=1618565421&width=1206,51.95,51.95,471.706,125,EDT,Men,Woody,"Musk, Sandalwood, Patchouli, Oakmoss, Cedar, Amber, Leather","Geranium,Jasmine,Lily Of The Valley,Majorjam,Coriander,Nutmeg",5,neo lek,3.5,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,UNITED COLORS OF BENETTON,Cold Silver,https://www.perfumesthailand.com/image/cache/data/1/Benetton-cold-silver-fragrance-300x300.jpg,72,29.35,266.498,100,EDT,Men,Fresh,"Silver Moss, Amber, Musk","Cardamom, Silver Sage, Driftwood",4.8,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,LACOSTE,Blanc Pour Homme,https://aromaexclusive.com/cdn/shop/files/lacoste-eau-l-12-12-blanc-pour-homme-edt-100ml.jpg?v=1717976226&width=533,356,95,862.6,100,EDT,Men,Woody,"Leather, Suede, Cedar","Mexican Tuberose, Ylang-Ylang",5,Cute Shop,3.9,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,JAGUAR,Classic Red,https://www.perfumesthailand.com/image/cache/data/1/jaguar-classic-red-300x300.jpg,64.95,64.95,589.746,100,EDT,Men,Fruity,"Patchouli, Cedar, Amber, Tonka Bean, Vanilla","Jasmine, Pepper, Ozonic Notes",4.4,Star.perfume,3.9,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Dolce & Gabbana,The One,https://cdn.thebeautrium.com/image-product/B0048323.png,299,190,1725.2,100,EDT,Men,Spicy,"Amber, Cedar","Cardamom, Ginger",4.7,hadayiq baris,3.8,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,UNITED COLORS OF BENETTON,United Colors Of Benetton Hot,https://m.media-amazon.com/images/I/51qvfKB+-yL._SX679_.jpg,111,28,254.24,100,EDT,Men,Woody,"Sandalwood, Amber, Musk, Vanilla, Oakmoss, Cedar","Apricot, Iris, Water Jasmine, Lily-of-the-valley",4,Dior Fragrances,3.7,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,UNITED COLORS OF BENETTON,Cold,https://m.media-amazon.com/images/I/61CAkhSjzsL._SX679_.jpg,70,27.2,246.976,100,EDT,Men,Spicy,"Patchouli, Vetiver, White Musk","Coriander, Lavender, Geranium",4.4,Perfume World Store,3.6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,CAROLINA HERRERA,Ch Men Sports,https://i5.walmartimages.com/seo/Carolina-Herrera-Ch-Sport-Eau-de-Toilette-Spray-for-Men-3-4-Ounce_bc771707-ae32-4867-8b74-25259e19af28.c493b2ac67e7d04ae47b8e38fa023778.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,285,115,1044.2,50,EDT,Men,Woody,"Sandalwood, Oakmoss, Vetiver","Sea Notes Mixed With Spices, Aromatic Accords – Sichuan Pepper, Juniper Berries",4.3,Pink Box,4.2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Dunhill,Edition,https://cdn.cosmostore.org/cache/front/shop/products/197/522406/350x350.jpg,287,108.45,984.726,100,EDT,Men,Spicy,"Vetiver, Sandalwood, Cedar, Tonka Bean","Carnation, Geranium, Jasmine, Clary Sage",4.6,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,CARTIER,Pasha Edition Noir,https://perfumestoreth.com/wp-content/uploads/2019/10/CARTIER-PASHA-DE-CARTIER-EDITION-NOIRE-EDT-FOR-MEN.jpg,478,198.55,1802.834,100,EDT,Men,Oriental,"Amber, Cedar","Warm, Cuddly Aromas",4.6,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Givenchy,Blue Label,https://karismapelletteria.com/3441-large_default/perfume-givenchy-pour-homme-blue-label-eau-de-toilette-50-ml-spray.jpg,380,143.85,1306.158,100,EDT,Men,Spicy,"Cedar, Olibanum, Vetiver","Cardamom, Lavender, Pepper",4.8,hadayiq baris,3.8,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,LALIQUE,Encre Noire,https://m.media-amazon.com/images/I/71paKahIt0L._AC_SX522_.jpg,140,136,1234.88,100,EDT,Men,Woody,"Musk, Cashmere Wood","Haitian, Bourbon Vetiver",4.5,Abu Al Tayyeb Perfumes,3.6,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PACO RABANNE,Black XS,https://images-na.ssl-images-amazon.com/images/I/4156CGgNvUL.jpg,429,310,2814.8,100,EDT,Men,Woody,"Amber, Patchouli","Praline, Cinnamon",4.3,Parfume-Stor,3.9,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,AZZARO,Pour Homme,https://m.media-amazon.com/images/I/41Hmv4tdOgL._SY445_SX342_QL70_FMwebp_.jpg,225,133,1207.64,100,EDT,Men,Woody,"Leather, Tonka Bean, Amber, Musk, Oakmoss","Sandalwood, juniper berries, patchouli, Vetiver, Cedar, cardamom",5,Instant,3.7,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,CERRUTI 1881,Cerruti,https://s.cdnsbn.com/images/products/l/33133166106-1.jpg,117,117,1062.36,100,EDT,Men,Floral,"Musk, Sandalwood, Patchouli, Oakmoss, Cedar, Pepper, Pine Tree","Vetiver, Ylang-ylang, Rose, Lily-of-the-valley, Cassia",1,London store,3.7,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,BOUCHERON,Pour Homme,https://m.media-amazon.com/images/I/61wArSxv6tL._AC_SX679_.jpg,340,165.7,1504.556,100,EDP,Men,Woody,"Patchouli, Sandalwood","Coriander, Basil",4.5,noon100% Genuine Product,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,VERSACE,L'Homme,https://cdn.cosmostore.org/cache/front/shop/products/139/334816/350x350.jpg,185,145,1316.6,100,EDT,Men,Citrus,"Amber,Labdanum,Leather,Musk,Tonka Bean,Vanilla","Carnation,Cedar,Cinnamon,Jasmine,Patchouli,Rose,Sandalwood",4.2,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,DAVIDOFF,Cool Water,"https://static.beautytocare.com/cdn-cgi/image/width=1440,height=1200,f=auto/media/catalog/product//d/a/davidoff-cool-water-eau-de-toilette-200ml_1.jpg",360,76.95,698.706,125,EDT,Men,Woody,"Amber, Cedar, Musk, Oakmoss, Tobacco","Geranium, Jasmine, Neroli, Sandalwood",4.5,hadayiq baris,3.8,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,joop,Go,https://m.media-amazon.com/images/I/61b7WiXt8HL._SX522_.jpg,175,103.95,943.866,100,EDT,Men,Fresh,"Musk, Balsam Fir","Cypress, Violet, Bourbon Geranium",4.4,Abu Al Tayyeb Perfumes,3.6,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Jacques Bogart,Silver Scent,https://m.media-amazon.com/images/I/41DJkaaWJGL.jpg,140,55,499.4,100,EDT,Men,Arabian,"Vetiver, Litchi, Tonka Bean, Teak Wood","Cardamom, Rosemary, Nutmeg, Lavender, Coriander, Geranium",4.5,Lady Style,4.3,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Jimmy Choo,jimmy,https://cdn.thebeautrium.com/image-product/B0022960.png,329,185,1679.8,100,EDT,Men,Fruity,"Amber, Patchouli, Suede","Geranium, Pineapple Leaf, Pink Pepper",4.4,Star.perfume,3.9,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,MONTBLANC,Explorer,"https://img.kingpowerclick.com/cdn-cgi/image/format=auto/kingpower-com/image/upload/w_640,h_640/v1650605430/prod/949691-L1.jpg",12,9.5,86.26,2,EDP,Men,Woody,"Vetiver, Leather, Cedar","Patchouli, Mahonial, Ambrofix",4.8,Princess of beauty,3.8,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Ferrari,Man In Red,https://cdn.cosmostore.org/cache/front/shop/products/112/269931/350x350.jpg,235,119.9,1088.692,100,EDT,Men,Fruity,"Cedar, Tonka Bean, Labdanum","Lavender, Yellow Plum, Orange Blossom",5,top langri,4.4,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Ferrari,Scuderia Red,https://cdn.thebeautrium.com/image-product/B0044903.png,218,96.65,877.582,125,EDT,Men,Fruity,"Cedar, Sandalwood, Moss, Vanilla","Jasmine, Geranium, Orris, Nutmeg",5,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,jil sander,Jil Sander,https://m.media-amazon.com/images/I/61TatqwP52L.__AC_SX300_SY300_QL70_ML2_.jpg,310,175,1589,125,EDT,Men,Spicy,"Oakmoss, Cedar, Nutmeg, Woody","Carnation, Geranium, Cinnamon, Patchouli",5,hadayiq baris,3.8,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,AMOUAGE,Interlude,https://cdn.cosmostore.org/cache/front/shop/products/233/679547/350x350.jpg,854,716.8,6508.544,100,EDP,Men,Fresh,"Leather, Agarwood Smoke, Patchouli, Sandalwood","Amber, Frankincense, Opoponax, Cistus, Myrrh",4,Perfume Ms,4.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,HUGO BOSS,Hugo,https://cdn.thebeautrium.com/image-product/B0049212.png,395,115,1044.2,125,EDT,Men,Aromatic,"Cedar, Fir, Patchouli","Carnation, Geranium, Jasmine, Sage",4.2,Grass gulf,3.5,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,GIORGIO ARMANI,Eau De Cedre,https://cdn.cosmostore.org/cache/front/shop/products/135/323618/350x350.jpg,1204,470,4267.6,100,EDT,Men,Woody,"Suede, Cedar, Black Tea, Woody","Violet Leaf, Cardamom, Cumin",4.7,MOON LIGHT,3.8,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Mancera,Red Tobacco,https://plummour.com/wp-content/uploads/2021/10/Mancera-Red-Tobacco-Perfume-Eau-de-Parfum-Unisex-120-ml-1.jpg,590,340,3087.2,120,EDP,Men,Woody,"Tobacco, Amber, Woody, Vetiver, Vanilla, White Musk","Patchouli Leaves, Jasmine",4.7,Faces,4.2,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Jimmy Choo,Man Ice,https://cdn.thebeautrium.com/image-product/B0034791.png,496,204.9,1860.492,100,EDT,Men,Woody,"Musk, moss, ambroxan","Vetiver, patchouli, Cedar, apple",4.4,Abu Al Tayyeb Perfumes,4.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,DORALL COLLECTION,Dionysus,https://u.makeup.com.ua/5/5e/5ecvh3tyyzse.jpg,39,10.6,96.248,100,EDT,Men,Floral,"Aromatic, Cedar, Tonka Bean, Amber, Vetiver","Ozonic Tones With Geranium, Violet, Cool Eucalyptus, Crisp Green Apple",3,B.A.G,3.7,14.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,VERSACE,Oud Noir,https://cdn.cosmostore.org/cache/front/shop/products/119/285527/350x350.jpg,500,260,2360.8,100,EDP,Men,Woody,"Agarwood, Patchouli, Leather","Cardamom, Saffron, Olibanum",4.5,Lady Style,4.2,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,CAROLINA HERRERA,212 VIP,"https://img.kingpowerclick.com/cdn-cgi/image/format=auto/kingpower-com/image/upload/w_640,h_640/v1510831896/prod/540801-l1.jpg",566,258.7,2348.996,200,EDT,Men,Vanilla,"King Wood, Amber, Tonka Bean","Chilled Vodka, Hot Ginger, Slice Of Apple",4.4,Parvant Store,3.8,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,CAROLINA HERRERA,Prive,https://m.media-amazon.com/images/I/41Qo2RdYZaL._SX300_SY300_QL70_FMwebp_.jpg,425,140,1271.2,100,EDT,Men,Aromatic,"Leather, Benzoin, Tonka",Luxurious Notes of Whiskey,4.3,Perfume Ms,3.8,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,ADOLFO DOMINGUEZ,Vetiver Hombre,https://m.media-amazon.com/images/I/61PiGeA-l8L.__AC_SX300_SY300_QL70_ML2_.jpg,456,110.25,1001.07,120,EDT,Men,Floral,"Amber, Cedar, Leather, Vetiver, Patchouli, Roots","Jasmine, Lily, Clove",1,Victoria,3.5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Guerlain,Habit Rouge,https://images.app.goo.gl/e8giFRvKP48k4LZH6,435,218.45,1983.526,100,EDP,Men,Woody,"Labdanum, Leather, Amber, Benzoin, Oakmoss, Vanilla","Carnation, Sandalwood, Patchouli, Cinnamon, Jasmine, Cedar, Rose",4.5,Star.perfume,3.5,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,GUCCI,Guilty Intense,https://images.app.goo.gl/uaLidyjJR2aytL2w5,330,224,2033.92,90,EDT,Men,Floral,"Patchouli, Cedar, Amber","African Orange Flower, Neroli",4.4,flower,3.9,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Yves Saint Laurent,L'Homme,https://www.yslbeautyus.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-ysl-master-catalog/default/dwf58a4315/images/Lhomme%20EDP/3614273668743.jpg,583,338.3,3071.764,100,EDP,Men,Woody,"Cedar, Benzoin, Suede Accord","Violet Leaf, Orange Blossom",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,AZZARO,Chrome,https://images.app.goo.gl/M6u1gKYKeackXoqH6,203,143.7,1304.796,100,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Musk, Oakmoss, Cedar, Brazilian Rosewood, Cardamom","Cyclamen, Coriander, Jasmine, Oakmoss",5,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Calvin Klein,CK IN2U,https://images.app.goo.gl/k2i2TTJ3g4kupjVK9,267,82.2,746.376,100,EDT,Men,Citrus,"Amber, Red Cader, Vanilla",Cacao Pod,5,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,CHANEL,Allure Homme Sport EDT For,https://images.app.goo.gl/3BMDFvyECiNvpY5t5,800,423,3840.84,100,EDP,Men,Citrus,"Tonka Bean, Cedar, Vetiver, White Musk, Pepper","Cedar,Neroli,Pepper",5,hadayiq baris,3.8,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,BVLGARI,Aqva Marine Pour Homme,https://images.app.goo.gl/1oqaFEeMoMD4zoVB6,331,163.95,1488.666,100,EDT,Men,Citrus,"Cedar, Amber","Seaweed, Rosemary, Water Notes",4.8,hadayiq baris,3.8,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PACO RABANNE,1 Million Lucky,https://images.app.goo.gl/iYPa9P9uavdMpGvM6,514,267.15,2425.722,100,EDT,Men,Woody,"Oakmoss, Patchouli, Vetiver","Cashmere Wood, Cedar Wood, Hazelnut, Honey, Jasmine",4.5,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,VERSACE,Eros,https://images.app.goo.gl/bMyKm2CVUWPxjM5D7,645,369.7,3356.876,200,EDT,Men,Arabian,"Cedar, Oakmoss, Vanilla, Vetiver","Ambroxan, Geranium, Tonka Bean",4.9,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,CAROLINA HERRERA,212 Men Nyc,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREc6xlk8cGem0xM9fanC1euG_8Ix0ZmQ_4tglwTjeWFqfZCuoP8y6OK9o&s=10,385,163.9,1488.212,100,EDT,Men,Woody,"Labdanum, Sandalwood, Musk, Guaiac Wood, Vetiver, Incense","Ginger, Gardenia, Violet, Sage",4.3,Beuatyone1,3.9,1.9K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Calvin Klein,Euphoria Intense,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuMqL82V9CdD6siJnI6WmZppQSDXkflEHreEeWbardB07gMy0UFcAik3I&s=10,99.95,99.95,907.546,100,EDT,Men,Spicy,"Amber, Patchouli, Agarwood, Myrrh, Labdanun","Black Basil, Sage, Cedar, Vetiver",5,hadayiq baris,3.8,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,MONTBLANC,Legend Spirit,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiEmmHa6zZP1Yj67FRV_t6c3-nkdEf1oHuze2rDb30wotLcOM-VXMzCFg&s=10,342,140,1271.2,100,EDT,Men,Citrus,"White Musk, White Woods, Cashmere Wood, Oakmoss","Water Notes, Lavender, Cardamom",4.7,hadayiq baris,3.8,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Parfums De Marly,Pegasus,https://image.goxip.com/ZdetlNd5hTqA3CDHHUhd2KuV4bc=/fit-in/500x500/filters:format(jpg):quality(80):fill(white)/https:%2F%2Fimages.bloomingdalesassets.com%2Fis%2Fimage%2FBLM%2Fproducts%2F7%2Foptimized%2F13567407_fpx.tif,914,245,2224.6,125,EDT,Men,Citrus,"Ambergris, Musk","Iris, orange blossom",4.5,hadayiq baris,3.8,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PACO RABANNE,Invictus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjW0zYBOFQndxWOjCYESEKruUDghC1gypTWshSUnKRSEAe84xVaDEUyQl4&s=10,601,279.1,2534.228,150,EDT,Men,Citrus,"Guaiac Wood, Patchouli","Ambregris Accord, Grapefruit Zests",5,Perfume Ports,3.6,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,TRUSSARDI,Uomo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJxTx8fw3khPIdB5QJqJD9o_9p-Knc4xTf73k8mEiACN0eorSzGOFSziA&s=10,260,143.75,1305.25,100,EDT,Men,Floral,"Patchouli,Oakmoss,Leather","Geranium,Violet,Clary Sage",4.1,Parvant Store,3.8,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,LOEWE,Esencia Pour Homme,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTyXC5zNdL2UAUykEKjmJ22LVwL_cqjUDG_YTAGA7_KY2B-0gwihzxtbpG&s=10,514,177,1607.16,150,EDT,Men,Woody,"Tonka Bean, Leather, Sandalwood, Fir, Amber, Patchouli, Musk, Oakmoss, Vetiver, Cedar, Styrax","Clary Sage, Nutmeg, Basil, Jasmine, Neroli, Lily-of-the-valley, Rose, Pine Tree Needles, Geranium, Black Currant",5,Pinch Of Perfum,4.2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,MONTBLANC,Explorer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxHyMz3qJtw9g_lbcz6TPJIPKvEMKhkEpuXdfAjM7jBwVAKqeYCVvoRinP&s=10,310,187.9,1706.132,100,EDP,Men,Woody,"Ambroxan, Akigalawood, Patchouli, Cacao Pod","Vetiver, Leather",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,GUCCI,Guilty Pour Homme,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQv9XutZRbts5ho3FRiHgv4HBDaPVbL2Ilm6DlJZ7lRMRAbReOSpR_hga0&s=10,340,200.2,1817.816,90,EDT,Men,Floral,"Patchouli, Cedar",African Orange Flower,4.5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,MONTBLANC,Legend,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCI9hWPX9MYWEuygpY6zzYkMt5GKhc7QwqV45fjVSgbh42QS3hbvOCrRxz&s=10,342,108.5,985.18,100,EDT,Men,Spicy,"Sandalwood, Tonka Bean","Coumarin, Oakmoss, Geranium, Rose, Apple, Dried Fruit",4.7,Perfume Ms,3.5,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Givenchy,Play Intense,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSG_eU9jVWjr5TSnA_vPFHsramCOTobXooF0AnCh-5Ej-8orn5c8x0trpJ7&s=10,438,259.9,2359.892,50,EDT,Men,Spicy,"Vetiver,Labdanum,Patchouli,Tonka Bean","Amyris,Pink Pepper,Coffee",4.4,Y,3.5,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Dolce & Gabbana,The One,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvcrhXU-vHs5AZyUqLJxlK446UHSX3NU590KT0FNB5k8d_Z5e-Nojaegkr&s=10,441,130.95,1189.026,100,EDT,Men,Spicy,"Amber, Moss, Musk, Vanilla, Vetiver","Genisteae, Jasmine, Lily, Lily Of The Valley, Orange Tree Blossom, Ylang-Ylang",4.5,Perfume Ms,3.6,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
